text,label
"But from what i have seen of the UFC lately , there are many whites dominating their division or challenging in the top positions of just about every weight class , with the exception of the heavyweight division .",0
You cant expect those poor underprivilidged blacks to have to put up with this cold weather .,1
the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !,1
I plan on going to work and making myself some money .,0
"Vail Pass and Eisenhower Tunnel - YouTube Vail Pass ( elapsed time video , with John Denver music ) GTA video gameplay , crimmigrant driver wields heavy haul truck through Los Angeles. gta san andreas - Mcdonalds truck - YouTube",0
looking for sisters and brothers to hang out with get to know ...... cant semm to find in in this area ?,0
"I know one thing , no white should ever give one nickel or a second thought to Africa for they have repaid good with evil .",1
"I've never been a BNP supporter anyway , the party was doomed from the start .",0
still looking for white people of the same belief to talk to or maybe hang out.stength is in numbers and georgia is getting outnumbered as we speak .,0
i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,1
"Welcome, this is the greatest site to meet like minded white folks like yourself from all over the world .",0
Can someone tell Me when I can find any mp3 of CEBEPHIbE BPATA ?,0
This video on british becoming a minority is so awful ill never watch it again .,0
The German men sound so sexy .,0
I've never been to London but from what I 've heard it 's like spot the white man and every girl down there almost has a little niglet half breed .,1
Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .,1
so you are trying to make us look bad ? just because there are a few bad apples in a tree doesnt mean the whole tree is bad !,0
Even if that someone openly uses their own name .,0
They go around school acting like being half White/half black or half White/half asian is something to be proud of .,1
"When I die just put a monitor in my coffin running a never ending holocaust documentary , just to make sure I nevah fo-get !",1
Maybe this was mentioned in an earlier post but what about `` online '' home schooling ?,0
The supposed trauma of a fictional event passes on thru generations but the genocide of our people is met with mass apathy .,0
"thank you very much for your replies ! I just wonder if there is a site of the NNP in english ? anyway I hope Russia will kick non-white butts out of its territory.so long , brothers !",1
I feel like I should pull out my passport when I want into walmart with all the * * * * ing pakis and * * * * in there,1
"I'm 22 years of age and I plan to have 3-4 kids but I do n't feel I can be a father now , I will start have my kids around age 27 .",0
Though I have had problems at one or two that were groid infested elsewhere getting stale bread etc so will no go to any that have lotsof groids working in them .,1
I just realised how much anti Russian propaganda is on the internet in the last week or two .,0
"These high school curriculums are more about encouraging white girls to hate white males , not other males .",0
The Chinese have really built their country in the past few decades and that included lots of high speed rail .,0
"For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .",1
"No, it`s untrue .",0
"Yeah, when I was younger there were some old lady in my street and kids thought that she is Baba Roga , so one day I waited for her with some pipe , I almost boke her backs ...",0
"That 's about the same as saying the sky is blue , or the grass is green .",0
"Indeed, it is quite odd for something like this to be posted on this forum .",0
Any suggestions on what I should get ?,0
I hate the word racist it makes people being called racist think that they are doing something wrong when they the immigrants coming here are doing something wrong,1
Deport all Indians back to India and make them pay for the trip .,1
Arabs ?,0
http://rnebarkashov.ru/foto/ff009.jpg,0
My Home Town is overran with spics and sec 8 coons at this junction .,1
Police investigating hate crime at Toronto home | CTV Toronto News,0
I love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed .,0
My advice would be to pray about it and ask yourself what sort of person is she now .,0
"lookin for white friends online ! i 'm from mexico , and i would like to meet people interested in nordic black metal and the holocaust so we can send mails to each other. : attack",0
because they deserve at least a taste of it for helping the white liberals and Jews push it on us I do n't think we should allow it to destroy them though .,1
But UFC and TUF is rigged and staged .,0
"Because they are essentially child-like and until someone steps up and says something they will just carry on , again like children .",1
I have it sighted in at 350 yards .,0
Thanks !,0
Remind them that they 're just another Jew tool and that they are basically spitting on the graves of millions of people that were murdered by real Communists .,1
"Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .",1
That was over 30 years ago .,0
#NAME?,0
That is a good article .,0
WTF are you laughing ' Groid The Jews are just using you Monkeys Get lost go eat some watermelon and shoot some dice or something .,1
Try El Paso Texas Soo much mudd invasion that the river is the same color as those playing/crossing in it .. year round !,1
"www.christendom.edu Claremont-McKenna College , Claremont , Calif.",0
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,1
it is down to the EU.we have no say anymore on any piece of scum coming into the country as long as they have an EU passport,1
"New York 's Old Pennsylvania Station , What a tragic loss , to promote Jewish `` Modern '' filth , no surprise !",1
What alternative do you have other than kill the black policeman and every black cop you can until they get you .,1
Neither an attack on his nose ( which I ca n't distinguish from my own BTW ) .,0
Lots of free goodies for all the new SF babies !,0
A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit against the company alleging that he was fired after refusing requests from Chief Executive jew Dov Charney to inflate figures on the company 's balance sheet .,0
Homosexuals should stay in the closet .,1
I was so shocked to see all those blacks when i moved to Holland : S,1
The lesbian student will probably find a jew lawyer and sue for violating her civil rights.That 's a common jew tactic .,1
I had a chance to go visit Chepstow Castle last time I was in the area .,0
Never date outside your race Someone on this site has it on their posts,0
"On his first day of school , he is tormented by the evil spirited White children .",0
I hope this will catch on like the 14 words .,0
"A very eurocentric , pro-western/european civ documentary https : //www.stormfront.org/forum/t994651 / DOWN WITH EUROPHOBIA",0
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,1
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",1
I would have jumped at the chance to get a gun for my birthday .,0
"The fact that she s casually announced this to the country functions as a make-shift IQ test right there . That s because of your reputation ; not your looks , love .",0
Responding to edit comment .,0
"The negro is for White genocide , and I have nothing for the negro , not even sympathy in any way .",1
You may want to consider the Harrison Arkansas area as well .,0
It 's summer and I have a lot of time on my hands with a work break .,0
Don't you love the double standards ?,0
Does anyone else ever have the feeling that Churchill was only fighting the Germans rather than NS as he was he acted like he was surprised at the Nurnberg trials ?,0
Woman get shot by a unseen shooter probably hide in the building in an attempt to dissuad protester to take this building .,0
Note no mention of part four .,0
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,1
We are badly outnumbered .,0
You are going to have to make this decision on your own .,0
Sort of a back handed compliment that the anti-Whites are so keen to come on here and tell us that all is lost - in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,1
Elimination of all things white .,0
"hi there , well thank you very much for your reply. it means alot that someone took the time to. i really envy your job. i want it lol. so were abouts are you from ?",0
I sure hope you 're right .,0
How about matchbooks ?,0
The thought of Africans in space is laughable .,1
"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",1
"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .",1
"We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .",1
"if you have enough money for high speed internet to download it you can probably afford the book ! you have your priorities mixed up if you have high speed internet which you 'd need to d/l it but cant feed your kids , lol .",0
"It is a money making scam , that is why it is pushed .",0
"Behind every avatar is an actual person , and we can even meet .",0
"I will take your word for it and thank you , this is even better news to understand his political views and what kind of people he will accept as supporters .",0
I'm looking for any white females in the fort hood area to talk to .,0
Construction Workers React to `` Wrecking Ball '' - YouTube,0
Sveiks !,0
"Boy, those same blacks get awful mad when you have a sign saying `` No to a black Africa '' , then it becomes wrong .",1
Precisely!,0
The true essence of divinity .,0
Lets see what he says .,0
"I'm from Riverside , but my Gf lives in San Diego .. so i 'm down there a couple of times a week Welcome to StormFront , Sister .",0
I dont believe i or anyone living today brought you here or wanted you here .,1
"I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .",0
This was a bad move by the Jew puppets .,1
Does n't sound like I 'm missing much anyway .,0
"It 's usually the `` gangstas '' that use this pose .. and some scene kids , but even scene kids listen to ( c ) rap / hip hop , so ..",0
All para-militaries are just criminal scum !!!!,1
How about the hook noses ?,0
"http://users.erols.com/interlac/corres.htm Check out these schools , most offer high school level courses for credit if the school will accept them you will have to check .",0
I agree .,0
"I too am from cali , but moved out to utah to get away from all the filth .",1
I saw this post a few days ago ..,0
yeah it just jews stealing stuff from other martial arts. dont worry about it unless they try to recruit you for the mossad,1
Police threaten woman for requesting white housemates .,0
"http://www.borderwatch.us/ REPORT TO CAMPO , CALIFORNIA FOR DUTY RIGHT AWAY .",0
dont know i dont visit it yes grammer is really horrible i hope i will be able to speak english in few years,0
everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .,1
Please comment .,0
"I am in Orlando , and I am also searching for people who are proud of their heritage. email if you are intrested in talking",0
"I believe , judging from your other posts , that you belong more towards the back .",0
Yet my daughter still wants to go outside and play with that thing .,1
This is not good even though it is the truth .,0
I have always enjoyed your posts on other boards .,0
Greece need a man like Adolf Hitler and now is the perfect time to start a national political movement to free Your country from the zionist bankers,1
looking for proud white female in ohio for friends and maybe more .,0
"So do I. The small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .",1
Sad thing is white nationalists DO judge Negroes by the content of the character .,0
"drinking does ease the sorrow of a lonely life .. it 's so tempting to just go out and get drunk , and laid like i did in my youth .. but i have n't got the energy for it anymore .. more likely to lie in bed and cry until it 's time to go work .. still hoping life gets better than this : drink 2508",0
I definitely feel that way towards Snowy Owl .,0
This is the main logo when you sign on to their website,0
"Thanks for your support commando 88 , pm me and we will talk .",0
With Black girls it takes a baseball bat - who carries a mu-ff' in baseball bat on a date ??,1
"Drive and risk an accident being drunk , or walk and certainly get murdered by a kaffir ?",1
Those visionary and responsible negroes ...,1
The only way to deal with these animals is to give them a one way ticket to their filthy pig god .,1
I watched a few minutes of it the other night and felt sick .,0
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",1
Discuss.,0
"www.wlu.edu Wheaton College , Wheaton , Ill.",0
http://www.venetofronteskinheads.org...mmer_2008.html,0
Also I agree it 's not fair to monkeys to compare them to black people .,1
Fox news reported last night that this beast was caught eating parts of this young man when the police got onto the bus to apprehend him !,1
And they are both singers in Leaves Eyes .,0
In a 72 hour scenario you dont need food .,0
"I do not blame you , Ottawa like all of our cities is a multicultural hell .",1
At least they had someone who would have lifted a weapon towards Terrorist or Commies that would have hurt them ... hehe,0
"The measurements given in that ad are whacked .. it says house #1 and #2 are 7,000 sq feet !",0
"If monkeys are on my property i call animal control and defend my family and property with whatever means possible , simply talking sense to a monkey and pointing at it will not stop it from misbehaving !",1
"I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .",1
I think the UK is more of a lost cause than the US. london has made tons of concessions to non whites .,1
"It bothers me in as much it makes me want to vomit , any white woman who lay down with the beast need not try and come back because `` once you go black you 're not wanted back !",1
"Yes, I have very rarely seen Scandinavian-looking people with brown eyes .",0
"Education system is messed up for the same reason everything else is messed up - Jews , non-whites and liberal women run and ruin everything .",1
Blessed Samhain and Happy Halloween to all of my Stormfront Brothers and Sisters .,0
Best thing to do is go along to a Blood and Honour gig.There is one in London in 2 weeks .,0
I feel this is racist against whites !,0
Jackie Evancho - Lovers - House of Flying Daggers - HD - YouTube,0
We are more concerned about ZOG controlling US and Russia .,1
"We have to encourage people to boycott all black businesses , start rumours that blacks working in shops have AIDs which is probably true .",1
im with you here I see it day in day out like everyone else its easy to sit back and watch but together we are strong and its good to be with like minded people,0
Here is the guy 's blog from the radio station he works at .,0
Whites wo n't exist in Canada anymore they all have left or mixed themselves away basically leaving Canada to become a large ghetto,1
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass .",1
I have never seen an Asian woman dating an Asian man.They like the white man they re-force wiggers and our detrimental towards our cause.Cpamikei,1
"Agreed, The Blacks and Hispanics should have their own school only for them and have worse education than the children whites like that might not compete with our children whites .",1
I never fell out of a hump back in the day .,0
Egyptian TV Host : The Jews Are Using the Holocaust to Suck the Blood of the Germans - YouTube,1
"It 's amazing how stupid liberals are , even after being nearly murdered for being white Mr. Begley is still a ridiculous * * * * * * -loving fool .",1
I 'm left wondering what jobs did the `` working class '' whites have ?,0
I 'd put him somewhere between the typical African and an ape .,1
I think you will find that this .org is one of the best on the web .,0
"Shows what sub human group these negroid belong , the poor horse got an infection from the dirty pervert .",1
com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .,0
OSLO TURNING INTO A MAJOR CRIMINAL MUSLIM MECCA,1
OP is a faggot .,0
A has been from a genre called `` grunge rock '' AKA sheety music popular around 20 years ago I did n't like them then and now ... same consensus Pearl Jam - Jeremy - YouTube,0
We can turn the cold useless parts of Canada into a dumping ground for Jews and arm the Indians to keep them in line .,1
Israeli Embassy in Ireland had to take note of the graffiti giving their Jewish supremacists worldwide and in Ireland being given notice. scroll down to their 6/6/13 entry on their Israel in Ireland fb page https : //www.facebook.com/IsraelinIreland,0
"In reality screwing up is it 's own punishment , and nothing deters nor rehabilitates .",0
Welcome to the SF .,0
So they can get reparations for their great grand parents ' `` suffering '' plus more .,1
What I meant was blacks are the oldest living humans on earth .,0
I'm looking to study at a college in South Africa later in my life .,0
I do think abusive parents are worse than gays one .,1
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,1
I wanted to get some opinions from Stormfront members on this Jewish crap my son brought home from public school .,1
Get one of these t-shirts for next time you see him : - Asatru Versand - Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shirt ) Kein Islam in Europa - Das Christentum ist schlimm genug ( T-Shir themd-kein-islam,1
I am a white female and I am proud of my race. and dating a black would be disgusting,1
Hitlerjugend Quex Der Ewige Jude Jude Suss Those are some movies the Nazi 's made and are very good and informative .,1
The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this .,1
Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,1
"I live on Long Island , need to get a new drivers license , but when I do , Im up for travelling .",0
"Fags are a big problem , they are recruiting our kids , in the schools that we pay for .",1
i am just down the road to you.welcome to the board.it breaks my heart every time i go to Galway city and see the amount of blacks there.the other week i was walking down shop street and there was a moslem standing in the street selling copies of the koran,1
When I was a kid I cut his grass for a few quid ; I found a s * * t load of cans in his shed so I ran off and got p * * * ed : I don t feel so bad about nicking those cans now .,0
"That literally hurt my brain and made me laugh while I was reading it , it 's so ridiculous that you really ca n't do anything else .",0
"Jews are not only insane , they are of literal demonic DNA .",1
"I hate to see such beautiful white females become victims of these sick , violent merciless animals .",1
Other shooting at protester Shooting to people in Kiev / ???????? ?? ???????????? ? ?????,0
Or are the CIA and FSB on the same team ?,0
i sort of understand where you are coming from but plenty of whites have sold us down the river so to speak although the jew is always in the background its very complicated will we ever find out the truth. somalians = scumalians !,1
This thread is an example of white people not forming an alliance anytime soon When we still have whites fighting over who is more white .,0
Our dams are overflowing except for the Cape .,0
"Some of the things I noticed were shop tailors dummies that were black , a couple of mud restaurants , and the germ of blacks being `` fashionable '' taking root .",1
And they really are quite a frustrated group .,0
Thats where Baz Rutten and Ken Shamrock started before UFC 1 .,0
"I suppose the concept of a male cow and a female cow producing MORE cows , and the repeating process is too much for them to understand .",1
"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !",0
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,1
Those Jewish murderers of millions of Whites have been forgiven .,1
Hello to all my friends here on the forum .,0
And these words of wisdom come from a man that thinks another mans anus as well as his own was made to be used as a vagina :,1
I think this would just be a tighter grip the ZOG would have on us .,1
[IMAGE: Melvin Weiss .,0
Ohio in general looks to be in bad shape .,0
They wo n't talk to me anymore and I wo n't go to church with them anymore .,0
"To all white patriots , watch ENDGAME ALEX JONES , OR ENDGAME from PRISON PLANET , and learn the agenda from the criminals Jewish bankers .",1
"Maybe some of you people should grow up , You don`t pick a man or woman for your mate because of the color of their eyes and hair .",0
"That negro 's place is in Africa , and the teacher did n't send him there .",1
"If you want to buy the homes and businesses around you pm Ill show you how to purchase these propertys when they become available , even with bad or no credit or money .",0
"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts .",1
This truly goes to show that non whites will follow whites anywhere .,1
"that is the sadest news i have ever heard in my entire life , ireland not a white country. its like saying the world is ending",1
Lack of compassion seems to go hand and hand with lack the of White blood .,1
It always cracked me up to see middle-aged `` Skinheads '' hobbling around with their pantlegs rolled up and suspenders hanging down .,0
I put that they were good for White youth .,0
Unfortunately our official greeter Evaline has n't been about for awhile so allow me to bid all of you who have recently joined our little band of brothers ( and sisters ) a warm welcome. max,0
"I hope you enjoy the celebrations as much as I did , remember people - Multiculturalism works Racism does n't Pakistani celebrating 20/20 jeet Tooting - YouTube",0
When most whites today have so much white guilt laid upon them that they feel they have to act black or have sexual relations and children with blacks just to be accepted there is a problem with the white race memo .,1
Holocaust has no business in there .,1
Quite the opposite in fact .,0
He is just telling the truth as usual the filthy jews need to clamp down as soon as possible .,1
"man i was in jail in waukesha a few years back and i heard that there arent any skins out there any more , hows the scene out there ? has it picked up in the last few years or was the guy i talked to full of it ?",0
"I wish you luck , is it any wonder Jew males lust for our White women ?",1
The last time I heard of anyone beating anyone up is when the guys down in miami from wctoc were arrested for doing there duty .,0
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,1
There is no good in reasoning a bitch that is hungry for a dick.Forget her and let her perish in shame after negroid kicks her after a few tries .,1
Those nogs in France do n't belong there and then they show how unruly they can be .,1
Twp .,0
Thanks.,0
The only bad thing is that these sick animals will infect whites .,1
A mud is a mud is a mud that 's all there is to it .,1
We'll never give up ... The jews can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...,1
"That 's a very sad story. were the pagans Romans , or the later Christians romans that did that ?",0
You 're telling me that there 's something we Swedes have done right ?,0
Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,1
"Very easy Rebel Robbie , our bluebells have flowers which droop down , the Spanish variety have flowers that stick out horizontally , and yes they do cross very easily between species which is why people are asked to destroy the Spaniards before they wipe out our own bluebells .",0
Ireland does n't need arab scum like these .,1
"So am I , I 'll let them sit there for days before I reply , even if I 'm hanging out here .",0
"Every time I see a black security guard they are either sat down or on the phone , they have no proffesionalism whatsoever .",1
They need to give them mandatory DNA tests and kick them all out of France .,1
"i live in the bay area and have no car and barely any money to my name. i want to join the fight. if anyone is going from around here or can get me there , please pm me .",0
Soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .,1
"Yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .",1
"I'm too old ( 38 ) , but I live in Tucson .",0
Save Ireland has a job he works for MSI are you saying their is a more important job than trying to stop the Immigration invasion into Ireland ?,1
I hope all their farms burn down and their nappy headed children squandle in the flames .,1
I stumbled n this by accident Absolute savages and yet you will have all the liberal women saying how great multiculturalism is and we are all the same Le TÃƒ Â© lÃƒ Â© gramme - France - Montpellier ( 34 ) .,1
Now it is time to drive out all traitors !,0
"Hi: I want to share these wonderful videos , very beautiful teachers and great new methods for everybody can easily learn .",0
I was expecting more location-type questions .,0
There will be hundreds of thousands of white people fleeing your proverbial sea of mud this is where we come in .,1
"Went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Niglet Number One , hauling him outside and pressed that panic button again .",1
Well they have got to be more aware then the idiots we have over here absorbing all the bs with there little sponge brains .,1
And the general idea is to pick anyone on the site thats logged in to say hello .,0
whats up I thought I might put my pic up here I 'm looking for some friends theres too many negroes around here some times I feel like there is' int any white guy left in the world. so message me and let me know there is stll some white brothers out their .,1
"The BLMtards are here , they crashed the LBBQWTF parade last month ( lol ) .",1
"I watch fights on gay parade in budapest together with my friends from hungary , we were together on vacation in one croatian island , it was great to watch how hungarian nationalists were smashing gay parade btw I have some hungarian blood , my grandmother was hungarian Kitartas !",1
I have to help I WILL NOT see these animals go free !!,1
Let's hope the nearly all-White Gold Medal US Women 's Soccer team gets into the spirit too .,0
"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",1
Those of the youth hold the future .... just listen to your old farts and young at heart 20 's and 30 's for a little advise,0
"Please, feel welcome to learn more about the history of the Macedonian Patriotic Organization , its traditional Bulgarian character and the activities this organization provided for the community and its goals and purposes of today .",0
"They are black and Hispanic , not white .",0
"Oh wait thats what the whites are doing for them , kind of like a zoo ?",1
"LOL, pillow count means nothing , there are actually five ...",0
You are welcome to grab on if you like !,0
"That's vile , but I ca n't say it 's a big shock , their culture seems to glorify that sort of behaviour ...",1
Let me be the first to say WELCOME to SF .,0
"That is correct , White men with guns built America , and it will likely take White men with guns to take it back .",0
Yeah I knew about the cheap houses in Springfield area but not that dang cheap as 9K thats why I asked .,0
Thank you .,0
"If teachers have to focus extra attention on foreigners because they cannot speak English properly , it will be the indigenous Irish students who will suffer .",0
I do n't know ... if afrocant 's do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,1
"Tens of thousands of people graduate with these worthless degrees , find out they 're unemployable in today 's bleak job market , then take on several tens of thousands in ( more ) student debt to get a law or business degree -- and find out things are n't much better .",0
Check it out this is disturbing but insightfull and revealing information that are people here need to see .,0
"New York reported 419 murders in 2012 , down from 515 the year before .",0
Send them all to Afreaka And sink the farkin boat !,1
We stopped and looked at each other like `` WTF ??!,0
2508,0
Has it gone or can I just not find it ?,0
Wow Is there some hope for the Negro race ?,0
Only they do and all their brainwash followers .,1
"zpridez NO big deal , I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .",1
( The Jews had the Romans murder Jesus for them by falsely accusing Jesus and by turning down a chance to pardon Jesus .,1
I bookmarked their website last night .,0
"And yes , they will steal anything from whites because they think whites owe them something , so it 's ok to steal .",1
The jew is attempting to make the condemned beg for the noose .,1
They probably have a 150 I.Q. with all three of them combined .,1
"Well, maybe they 're slowly working their way to destroying Eastern Europe .",1
"http://www.japantoday.com/category/n...a-bound-flighthttp://www.washingtonpost.com/wp-dyn...071301714.html Uzodinma Iweala is the author of `` Beasts of No Nation , '' a novel about child soldiers .",0
It's going to take everyone working together to beat the New World Order .,1
It will be the same here when the goodies run out .,0
"Glad some people still opened their homes and let kids trick or treat , even with the usual DieVersity infesting the area .",1
"I listen to a lot of metal so , yeah , we call this `` clean '' lol !",0
That could be cool !,0
The Bear Sterns Report on Illegal Immigration Stormfront National Vanguard David Duke American Renaissance,0
the most official report put out on the number of deaths in those camps was the report by the Red Cross .,0
"I went to Oklahoma for thanksgiving and spent over a $ 100.00 on their ( Amish ) pies , turkey and other food .",0
Mostly gone .,0
"If your house door was locked , but at midnight your neighbor opened the door for some muslims to come inside and take your stuff , rape your wife and beat you nearly to death ... would you still think your neighbor was a nice guy ?",1
I am reminded of a quote I heard from a fellow white nationalist said that you do not clean up a pile of * * * * while being in the middle of it .,1
Every cultured society and all things therein were created by whites .,1
There are few places nowadays where there is freedom of speech so you 'll enjoy posting here !,0
I simply go over their research and then regurgitate the info .,0
"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",1
I still have bottle cages on most of my bikes .,0
Meanwhile those nonwhites continue to breed even as their nonwhite societies continue to inflict their harsh uncivilized nonwhite culture on us .,1
"As soon as i found out she was with child by a mulatto and she 's a wet back too , I suddenly found her to be repulsive and shall never watch anything she is in again .",1
Hit first and hit hard .,0
They should be tried for being accessories to murder !!!!!!!!!!!!,0
Apparently our - 50 degree winters are merely a stumbling block on the golden road to all our corn-fed white chicks .,0
"Id recommend woman use their long nails to gauge out the eyes and throat , and stick their finger up their noses .",1
Is this true ?,0
Our enemies have used RACE against us and are currently trying to destroy our RACE through a variety of different means .,1
"If a show does n't involve homosexuals and/or interracial coupling , then it has a bunch of jews masquerading as whites running around with guns killing other whites .",1
-ZoÃ«,0
"liberals hate fox news , obama hates fox news. they must be doing something at least a little bit less evil than the other stations .",0
"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",1
35109,0
"Yeah, if msnbc would air videos like this they 'd get much higher ratings than the same ole negro grumblings .",1
"If they do that , they can do what they want in the privacy of their home .",0
"Or try yelling * * * * the nigs ya 'll get suspended , jumped and hopefully some new wn friends or ya 'll die trying. lol Rohawa its a battle cry .",1
"Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .",1
There should be no integration of immigrants with Irish culture .,1
I think girls go to clubs to meet guys cause there are so many guys there it makes it easier to meet some one. atleast thats what i have been told. im not into the dancing they do .,0
That 's the Norweigian black metal band Emperor .,0
"``RiceArrives in Lithuania for NATO Talks . '' http://news.bbc.co.uk/1/hi/world/europe/4466747.stm Go Home to Africa , Condoleeza Rice !",0
"This is the last straw , how much more will damage Europe and Western civilization these Zionists ?",1
There are few if any Blacks .,0
No Jew has ever found a way to force a big black females to parrot Marxist propaganda the way that little dumb liberal anti-whites will .,1
Maybe it had something to do with the Soviets not even having the funds to keep an ample supply of food or toilet paper in their own country .,1
Also notice that the Nig giving the running commentary said nothing about the ' White boy ' a term the Yard Ape will never fail to use when given the chance !,1
Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking WHITES to feed them,1
Mexicans have plenty of open space in their countries to develop they do n't need ours .,1
May they be put away for good .,1
YouTube - Woman Opens Strip Club In Trailer Home For Teens And Offers Lap Dances To Children !,0
I hear that and I have heard of using Wasp spray .,0
I went back a cpl years ago and the black vermin were everywhere .,1
But on a humourous note it could also mean `` burnt earth '' ( svidd jord ) .,0
It must be the Mossad or the CIA ...,0
These groids went haywire when they got in there and found themselves a white girl .,1
"Yeah, but back in the day there were n't that many millions nigs and wetbacks .",1
Is so readily happy to `` welcome '' .,0
Take care !,0
"...mating with other mulattos would be ideal , but since there are n't huge numbers of mulatto children compared to those of Whites or blacks I 'd rather see them up with blacks so that White bloodlines stay intact .",1
That 's your real religion and you worship that false god above everything else every day .,1
"The Best of West Ireland : Dingle , Galway and the Aran Islands - YouTube South Ireland : Waterford to the Ring of Kerry - YouTube Dublin and Mystical Side-Trips - YouTube Belfast and the Best of Northern Ireland - YouTube",0
One day when true people come to power in italy they will have to go back where they came from ! Italy to Italians !!,1
To think that such a great Christian nation as Ireland has an Islamic Foundation is sickening .,1
"Unfortunately, she will find it very difficult to make a living as a historian if he does n't bow down and do reverence to the Holahoax religion .",1
Most of the time they are quiets sheep who want to intergrate but their children makes a new generations of thugs and prostitute .,1
"Yes, but it is very difficult to obtain firearms in New York City .",0
"Yes, more homosexual degeneracy foisted upon the silent majority .",1
We are far closer to being neanderthals than apes .,1
Perhaps this person would care to use the PM facility and let others know how happy he/she is to join WS .,0
???,0
"Better yet , make her the poster child for Black Resettlement ! Spending her days digging for grub worm dinners would actually be good for her .",1
Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .,0
Perhaps you can use this BTW notice that the information is accompaigned by a rather clumpsy muslim exercise in damage control .,0
One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,1
In late June early July with friends and family ..,0
I do n't watch TV at home at all any more .,0
You should try the same thing where you are at and build things up there,0
Shoot me a message .,0
But the camellia idea is great .,0
dont screw your life up because of some stupid little fight by using a weapon .,0
"And it ai n't your daddy 's New World Order either , more like a Jew World Order .",1
Full MSRP is $ 1108 for the night sights model .,0
"It's to bad that there is n't anything like this anymore , Id sure join if there was .",0
"I do have a few copies of several of the languages around the house , if anyone is interested PM me for details .",0
